customer_id,frequency,avg_spend,avg_energy,cluster
CUST_00001,267,27.182996254681647,46.06666666666666,2
CUST_00002,243,27.91777777777778,47.815637860082305,2
CUST_00003,282,27.729397163120566,46.67801418439716,2
CUST_00004,253,28.151383399209486,48.00158102766798,2
CUST_00005,246,27.976626016260163,47.614227642276425,2
CUST_00006,231,27.674805194805195,46.570129870129875,2
CUST_00007,257,27.311400778210114,46.74669260700389,2
CUST_00008,237,28.942489451476792,48.58227848101266,2
CUST_00009,243,28.441604938271606,48.18930041152263,2
CUST_00010,264,29.068674242424244,48.72803030303031,2
CUST_00011,264,28.167348484848485,47.61893939393939,2
CUST_00012,266,26.374097744360903,45.16466165413534,2
CUST_00013,224,27.656875000000003,46.886607142857144,2
CUST_00014,236,27.643644067796608,46.82415254237288,2
CUST_00015,259,27.812432432432434,47.1073359073359,2
CUST_00016,283,27.356148409893994,46.521908127208484,2
CUST_00017,248,27.88241935483871,47.87943548387097,2
CUST_00018,240,27.549458333333334,46.19416666666667,2
CUST_00019,251,28.703187250996017,48.833067729083666,2
CUST_00020,253,28.381304347826088,48.29249011857708,2
CUST_00021,258,28.165426356589148,47.794186046511626,2
CUST_00022,281,27.553238434163703,46.93274021352313,2
CUST_00023,252,27.76170634920635,47.01309523809523,2
CUST_00024,278,27.559676258992805,46.20719424460432,2
CUST_00025,257,27.597081712062256,46.95525291828794,2
CUST_00026,276,27.94909420289855,46.94927536231884,2
CUST_00027,263,27.42893536121673,46.247148288973385,2
CUST_00028,270,28.130407407407407,47.90185185185185,2
CUST_00029,259,29.21949806949807,49.13397683397684,2
CUST_00030,257,27.528443579766538,46.63735408560311,2
CUST_00031,272,27.89378676470588,47.086029411764706,2
CUST_00032,280,28.209857142857143,47.31428571428572,2
CUST_00033,266,28.96563909774436,49.27857142857143,2
CUST_00034,258,28.30922480620155,47.5046511627907,2
CUST_00035,279,28.204086021505375,48.02652329749104,2
CUST_00036,271,28.248339483394833,47.5309963099631,2
CUST_00037,244,28.398155737704915,48.22950819672131,2
CUST_00038,277,28.442093862815884,47.39494584837545,2
CUST_00039,269,27.662639405204462,47.07695167286246,2
CUST_00040,260,27.126884615384615,45.79653846153846,2
CUST_00041,247,27.52582995951417,46.43481781376518,2
CUST_00042,267,28.580823970037454,48.36329588014981,2
CUST_00043,245,27.73273469387755,46.89265306122449,2
CUST_00044,240,27.77854166666667,47.026666666666664,2
CUST_00045,289,28.297647058823532,48.17370242214533,2
CUST_00046,245,28.67534693877551,47.74204081632653,2
CUST_00047,260,28.079,47.47038461538461,2
CUST_00048,251,28.392031872509957,47.864541832669325,2
CUST_00049,273,27.294358974358975,46.24029304029304,2
CUST_00050,230,27.348739130434783,46.6204347826087,2
CUST_00051,242,26.301694214876033,45.03347107438017,2
CUST_00052,268,27.848283582089554,47.05298507462687,2
CUST_00053,242,26.895289256198346,45.051239669421484,2
CUST_00054,277,27.78851985559567,46.82057761732852,2
CUST_00055,242,28.25020661157025,47.59338842975207,2
CUST_00056,260,27.165423076923076,46.82,2
CUST_00057,263,27.599201520912548,46.18250950570342,2
CUST_00058,234,28.611367521367523,47.48760683760684,2
CUST_00059,244,27.055573770491804,46.01311475409836,2
CUST_00060,269,28.4310780669145,47.97732342007435,2
CUST_00061,243,28.160082304526746,47.80329218106996,2
CUST_00062,282,27.327375886524823,46.238297872340425,2
CUST_00063,276,27.940760869565217,47.30797101449275,2
CUST_00064,256,28.3084765625,47.71953125,2
CUST_00065,261,28.106551724137933,47.651340996168585,2
CUST_00066,246,27.935203252032522,47.16463414634146,2
CUST_00067,231,26.75251082251082,45.4025974025974,2
CUST_00068,271,27.841402214022143,47.26088560885609,2
CUST_00069,283,27.590212014134273,47.27985865724382,2
CUST_00070,268,28.2855223880597,47.44738805970149,2
CUST_00071,243,26.566255144032922,44.457613168724286,2
CUST_00072,275,28.32589090909091,48.02218181818182,2
CUST_00073,270,26.516074074074076,44.948888888888895,2
CUST_00074,258,27.717868217054264,46.99031007751938,2
CUST_00075,287,27.49439024390244,46.182578397212545,2
CUST_00076,262,27.342213740458014,47.023664122137404,2
CUST_00077,254,27.218700787401577,46.187401574803154,2
CUST_00078,268,27.73873134328358,46.647014925373135,2
CUST_00079,239,26.94510460251046,45.1857740585774,2
CUST_00080,257,28.653035019455253,48.34863813229572,2
CUST_00081,259,26.869652509652507,45.4,2
CUST_00082,250,27.1006,46.231199999999994,2
CUST_00083,233,28.356866952789698,48.29656652360515,2
CUST_00084,257,27.20136186770428,46.49610894941634,2
CUST_00085,251,27.496613545816732,46.83386454183267,2
CUST_00086,260,28.350653846153847,47.69730769230769,2
CUST_00087,234,28.037478632478635,46.63247863247863,2
CUST_00088,252,28.42515873015873,47.93650793650794,2
CUST_00089,264,27.63344696969697,46.425378787878785,2
CUST_00090,239,27.525564853556485,46.50543933054393,2
CUST_00091,270,27.73048148148148,46.73814814814815,2
CUST_00092,246,28.763699186991868,48.81991869918699,2
CUST_00093,293,27.757610921501705,46.83174061433447,2
CUST_00094,263,27.7006463878327,46.72471482889734,2
CUST_00095,264,26.994053030303032,45.411742424242426,2
CUST_00096,266,27.23488721804511,46.37406015037594,2
CUST_00097,251,27.23254980079681,46.072111553784865,2
CUST_00098,300,27.63896666666667,46.745333333333335,2
CUST_00099,226,28.911769911504425,48.71150442477876,2
CUST_00100,265,27.61788679245283,46.45849056603774,2
CUST_00101,264,27.430378787878787,46.08977272727273,2
CUST_00102,269,28.154349442379182,47.9185873605948,2
CUST_00103,266,28.04703007518797,46.821052631578944,2
CUST_00104,241,28.57323651452282,48.46763485477179,2
CUST_00105,273,29.200036630036628,48.602930402930404,2
CUST_00106,245,28.23657142857143,47.962448979591834,2
CUST_00107,277,27.161010830324912,45.92166064981949,2
CUST_00108,261,27.967547892720305,46.69272030651341,2
CUST_00109,226,28.027035398230087,47.493362831858406,2
CUST_00110,246,26.495325203252033,45.15650406504065,2
CUST_00111,280,28.556642857142855,47.07785714285714,2
CUST_00112,250,28.03084,47.4104,2
CUST_00113,263,27.90072243346008,47.188593155893535,2
CUST_00114,258,26.985193798449615,45.79767441860465,2
CUST_00115,256,28.43640625,48.502734375,2
CUST_00116,230,26.905521739130435,45.57217391304348,2
CUST_00117,259,28.05988416988417,47.79459459459459,2
CUST_00118,241,27.53286307053942,46.37883817427386,2
CUST_00119,280,27.294071428571428,46.85285714285714,2
CUST_00120,256,30.12765625,50.2984375,2
CUST_00121,223,27.133497757847532,45.75291479820628,2
CUST_00122,264,27.993446969696972,47.14848484848485,2
CUST_00123,265,28.456264150943397,48.414339622641506,2
CUST_00124,231,27.48796536796537,46.55108225108225,2
CUST_00125,242,28.14615702479339,46.9,2
CUST_00126,264,27.60969696969697,46.767803030303035,2
CUST_00127,271,28.50811808118081,48.08081180811808,2
CUST_00128,240,28.525291666666664,47.975,2
CUST_00129,242,27.184173553719006,45.731818181818184,2
CUST_00130,284,28.621514084507044,48.234507042253526,2
CUST_00131,262,28.28229007633588,47.33053435114504,2
CUST_00132,265,26.665018867924527,45.123773584905656,2
CUST_00133,271,26.674464944649447,44.89225092250922,2
CUST_00134,284,27.284401408450705,46.16302816901408,2
CUST_00135,286,28.650174825174826,48.36888111888112,2
CUST_00136,265,27.636490566037736,46.82150943396227,2
CUST_00137,254,28.284448818897637,47.60236220472441,2
CUST_00138,272,27.77816176470588,46.484926470588235,2
CUST_00139,244,28.789467213114754,48.557377049180324,2
CUST_00140,290,28.37555172413793,48.04862068965517,2
CUST_00141,274,28.45021897810219,48.364598540145984,2
CUST_00142,270,27.552444444444443,46.76592592592592,2
CUST_00143,276,29.14644927536232,49.19456521739131,2
CUST_00144,244,27.76372950819672,47.67131147540983,2
CUST_00145,252,27.62436507936508,46.52619047619048,2
CUST_00146,265,27.091811320754715,45.8233962264151,2
CUST_00147,273,27.922747252747254,46.835531135531134,2
CUST_00148,223,28.34708520179372,47.819282511210766,2
CUST_00149,227,26.484625550660795,44.57488986784141,2
CUST_00150,251,27.382629482071714,46.274103585657365,2
CUST_00151,286,28.56576923076923,47.80804195804196,2
CUST_00152,230,28.113347826086954,47.440000000000005,2
CUST_00153,257,28.130428015564203,48.11400778210116,2
CUST_00154,249,28.38180722891566,47.791164658634536,2
CUST_00155,252,27.011468253968257,45.1047619047619,2
CUST_00156,271,27.37391143911439,46.06826568265683,2
CUST_00157,260,28.740846153846153,49.15615384615385,2
CUST_00158,278,27.942338129496402,47.45719424460432,2
CUST_00159,229,27.764410480349344,46.90480349344978,2
CUST_00160,249,27.019558232931725,45.564658634538155,2
CUST_00161,254,27.694173228346454,46.63070866141732,2
CUST_00162,242,28.06673553719008,47.5202479338843,2
CUST_00163,259,27.69930501930502,46.591119691119694,2
CUST_00164,234,27.925940170940173,47.427350427350426,2
CUST_00165,254,26.933503937007874,45.05511811023622,2
CUST_00166,254,27.772913385826772,47.10944881889763,2
CUST_00167,265,27.068754716981132,46.32377358490566,2
CUST_00168,234,29.063076923076924,48.96153846153846,2
CUST_00169,281,27.844199288256227,47.447330960854096,2
CUST_00170,260,27.676038461538464,46.78846153846154,2
CUST_00171,262,28.463664122137402,47.96793893129771,2
CUST_00172,261,27.589693486590036,46.66781609195402,2
CUST_00173,261,27.162107279693487,45.90344827586207,2
CUST_00174,279,28.257598566308243,47.339068100358425,2
CUST_00175,266,28.908120300751882,49.07067669172932,2
CUST_00176,258,28.625232558139537,48.97325581395349,2
CUST_00177,239,26.789958158995816,45.53891213389121,2
CUST_00178,260,27.762153846153847,46.85961538461538,2
CUST_00179,261,28.264022988505747,47.65402298850575,2
CUST_00180,263,27.19593155893536,45.84524714828897,2
CUST_00181,257,28.49856031128405,48.20700389105059,2
CUST_00182,251,26.71414342629482,45.44661354581673,2
CUST_00183,240,28.200166666666668,47.858333333333334,2
CUST_00184,241,27.49854771784232,46.637344398340254,2
CUST_00185,244,27.76782786885246,46.99672131147541,2
CUST_00186,250,27.52916,46.628,2
CUST_00187,219,27.913196347031963,47.22465753424658,2
CUST_00188,267,27.880936329588014,46.792509363295885,2
CUST_00189,283,28.402932862190813,47.59293286219081,2
CUST_00190,290,27.330206896551726,46.12965517241379,2
CUST_00191,251,27.22390438247012,46.235856573705185,2
CUST_00192,254,27.757204724409448,46.601181102362204,2
CUST_00193,266,26.451954887218047,44.89473684210526,2
CUST_00194,268,27.18167910447761,45.583955223880594,2
CUST_00195,252,27.52,46.281349206349205,2
CUST_00196,243,27.264074074074074,45.96954732510288,2
CUST_00197,266,27.315676691729323,46.295112781954884,2
CUST_00198,263,28.830342205323195,48.46311787072243,2
CUST_00199,248,29.375362903225806,49.38991935483871,2
CUST_00200,262,28.429312977099237,47.699999999999996,2
CUST_00201,261,29.67030651340996,49.88850574712644,2
CUST_00202,227,27.706431718061673,47.277092511013215,2
CUST_00203,261,28.087777777777777,46.8272030651341,2
CUST_00204,257,26.98400778210117,45.893774319066154,2
CUST_00205,264,28.80575757575758,48.29128787878788,2
CUST_00206,258,28.31906976744186,47.308914728682176,2
CUST_00207,239,26.824937238493725,45.44979079497908,2
CUST_00208,270,28.619555555555554,48.355555555555554,2
CUST_00209,275,28.122327272727272,47.852363636363634,2
CUST_00210,270,27.275074074074073,45.87851851851852,2
CUST_00211,264,27.75215909090909,46.6530303030303,2
CUST_00212,257,27.792451361867705,46.382879377431905,2
CUST_00213,237,27.215822784810126,45.99746835443038,2
CUST_00214,239,27.37205020920502,46.7439330543933,2
CUST_00215,293,28.032457337883958,47.491467576791806,2
CUST_00216,249,27.557751004016065,46.450602409638556,2
CUST_00217,267,28.20067415730337,47.75355805243446,2
CUST_00218,273,27.623333333333335,46.55347985347986,2
CUST_00219,244,27.386926229508195,46.040983606557376,2
CUST_00220,284,29.66214788732394,49.30915492957746,2
CUST_00221,251,27.123346613545817,46.14581673306773,2
CUST_00222,246,27.857682926829266,46.65162601626016,2
CUST_00223,265,26.81667924528302,45.5188679245283,2
CUST_00224,269,27.82483271375465,46.834944237918215,2
CUST_00225,270,27.76074074074074,47.095555555555556,2
CUST_00226,251,28.240597609561753,47.48565737051793,2
CUST_00227,249,27.50827309236948,47.04738955823293,2
CUST_00228,249,26.5885140562249,45.08232931726908,2
CUST_00229,261,28.80965517241379,48.75134099616859,2
CUST_00230,266,26.45315789473684,45.03007518796993,2
CUST_00231,253,28.03300395256917,47.36284584980237,2
CUST_00232,260,27.43723076923077,46.443461538461534,2
CUST_00233,255,29.113999999999997,49.590196078431376,2
CUST_00234,263,28.781939163498098,48.33954372623574,2
CUST_00235,258,26.976356589147287,45.77906976744186,2
CUST_00236,282,27.84258865248227,46.617375886524826,2
CUST_00237,261,26.615057471264368,45.638697318007665,2
CUST_00238,254,27.83011811023622,46.98464566929134,2
CUST_00239,243,27.786090534979426,47.260905349794236,2
CUST_00240,231,28.06744588744589,47.09004329004329,2
CUST_00241,242,28.38301652892562,47.570661157024794,2
CUST_00242,236,26.325254237288135,45.082203389830504,2
CUST_00243,256,28.0497265625,47.186328125,2
CUST_00244,239,26.956150627615063,45.331799163179916,2
CUST_00245,275,28.384109090909092,48.02290909090909,2
CUST_00246,241,27.112365145228214,46.19128630705394,2
CUST_00247,252,28.21690476190476,47.63690476190476,2
CUST_00248,272,27.98466911764706,47.31985294117647,2
CUST_00249,265,27.89456603773585,47.04415094339623,2
CUST_00250,257,27.911984435797667,47.87470817120622,2
CUST_00251,248,28.036290322580644,47.458064516129035,2
CUST_00252,252,27.494801587301584,46.641269841269846,2
CUST_00253,241,27.954771784232367,47.368464730290455,2
CUST_00254,261,28.248773946360153,47.80153256704981,2
CUST_00255,249,26.935461847389558,45.564658634538155,2
CUST_00256,257,28.515525291828794,48.528404669260695,2
CUST_00257,247,27.389757085020246,46.08218623481781,2
CUST_00258,262,27.796297709923664,47.5,2
CUST_00259,244,27.42233606557377,46.506967213114756,2
CUST_00260,247,27.73392712550607,47.107287449392715,2
CUST_00261,258,28.109186046511628,47.60581395348837,2
CUST_00262,248,28.923709677419353,48.791532258064514,2
CUST_00263,244,28.568811475409834,48.286475409836065,2
CUST_00264,266,27.401015037593986,46.523308270676694,2
CUST_00265,250,28.305400000000002,47.2752,2
CUST_00266,251,28.15195219123506,46.91195219123506,2
CUST_00267,261,28.25793103448276,47.52183908045977,2
CUST_00268,264,26.86867424242424,45.87045454545454,2
CUST_00269,252,28.315,47.574999999999996,2
CUST_00270,257,28.518249027237353,48.28287937743191,2
CUST_00271,272,27.36702205882353,46.10294117647059,2
CUST_00272,233,28.439527896995706,48.17639484978541,2
CUST_00273,226,26.64800884955752,44.78362831858407,2
CUST_00274,261,28.041455938697318,47.55747126436781,2
CUST_00275,245,27.24118367346939,46.18326530612245,2
CUST_00276,256,28.4480859375,48.1421875,2
CUST_00277,264,27.217159090909092,46.09318181818182,2
CUST_00278,237,27.730759493670885,47.26033755274262,2
CUST_00279,258,27.07391472868217,45.81899224806201,2
CUST_00280,247,27.404008097165992,46.1506072874494,2
CUST_00281,245,27.90473469387755,46.968163265306124,2
CUST_00282,269,27.52382899628253,46.837546468401484,2
CUST_00283,275,26.9972,45.750181818181815,2
CUST_00284,242,29.271487603305783,50.06157024793388,2
CUST_00285,273,28.395421245421243,47.8996336996337,2
CUST_00286,292,27.27027397260274,45.96506849315068,2
CUST_00287,253,28.3797628458498,48.630434782608695,2
CUST_00288,300,28.197633333333336,47.86033333333334,2
CUST_00289,262,28.053740458015266,47.4175572519084,2
CUST_00290,267,28.016591760299626,47.22696629213483,2
CUST_00291,248,27.429556451612903,46.34596774193548,2
CUST_00292,256,27.4538671875,46.693359375,2
CUST_00293,266,27.226015037593985,45.92744360902256,2
CUST_00294,270,29.055074074074074,48.92962962962963,2
CUST_00295,269,27.737620817843865,47.10223048327138,2
CUST_00296,244,27.705040983606555,46.74590163934426,2
CUST_00297,234,27.378589743589743,46.28333333333333,2
CUST_00298,241,28.433900414937757,47.7402489626556,2
CUST_00299,249,26.179116465863455,44.63734939759036,2
CUST_00300,237,26.958565400843884,45.140928270042195,2
CUST_00301,259,27.204324324324325,46.27104247104247,2
CUST_00302,249,28.383253012048193,48.15863453815261,2
CUST_00303,267,28.5063670411985,47.76966292134831,2
CUST_00304,243,27.263333333333332,45.778189300411526,2
CUST_00305,289,28.025986159169552,47.55051903114187,2
CUST_00306,250,27.797279999999997,46.860800000000005,2
CUST_00307,278,27.128597122302157,46.47697841726619,2
CUST_00308,238,28.926386554621846,48.95924369747899,2
CUST_00309,258,27.87251937984496,46.96627906976744,2
CUST_00310,302,27.710728476821192,47.11556291390728,2
CUST_00311,260,27.714653846153848,46.60346153846154,2
CUST_00312,265,28.116830188679245,47.21622641509434,2
CUST_00313,262,27.466374045801526,46.58625954198473,2
CUST_00314,258,27.96019379844961,46.580232558139535,2
CUST_00315,249,29.308755020080323,49.63694779116466,2
CUST_00316,258,26.668333333333333,45.52829457364341,2
CUST_00317,245,28.676408163265307,47.916326530612245,2
CUST_00318,246,26.27056910569106,44.5280487804878,2
CUST_00319,243,28.542469135802467,48.53703703703704,2
CUST_00320,254,28.136062992125986,47.138188976377954,2
CUST_00321,280,27.74707142857143,47.24142857142857,2
CUST_00322,254,26.983267716535433,46.45314960629921,2
CUST_00323,285,27.396315789473682,45.796140350877195,2
CUST_00324,238,27.612226890756304,47.04495798319328,2
CUST_00325,265,27.165584905660378,46.87207547169812,2
CUST_00326,264,27.8332196969697,47.33371212121212,2
CUST_00327,268,28.585932835820895,47.73544776119403,2
CUST_00328,268,27.31507462686567,46.27798507462686,2
CUST_00329,256,28.1308203125,47.616796875,2
CUST_00330,253,27.359723320158103,46.088537549407114,2
CUST_00331,288,29.078680555555554,49.197916666666664,2
CUST_00332,273,27.177069597069597,46.28278388278389,2
CUST_00333,250,28.2892,47.506800000000005,2
CUST_00334,230,26.93226086956522,45.9,2
CUST_00335,238,28.095252100840337,47.36890756302521,2
CUST_00336,272,27.45863970588235,46.658088235294116,2
CUST_00337,253,27.096640316205534,45.761264822134386,2
CUST_00338,269,26.835241635687733,45.253531598513014,2
CUST_00339,252,28.457738095238096,47.695634920634916,2
CUST_00340,262,28.994274809160306,48.67404580152672,2
CUST_00341,245,27.572979591836734,46.98816326530613,2
CUST_00342,274,27.202700729927006,46.08905109489051,2
CUST_00343,282,28.13336879432624,46.85,2
CUST_00344,245,28.476408163265308,47.44734693877551,2
CUST_00345,272,26.573125,45.25625,2
CUST_00346,246,28.296951219512195,47.28170731707317,2
CUST_00347,274,28.12116788321168,47.59014598540146,2
CUST_00348,246,28.28646341463415,48.074390243902435,2
CUST_00349,251,26.94083665338645,45.45776892430279,2
CUST_00350,244,26.8069262295082,45.65901639344262,2
CUST_00351,265,28.442150943396225,47.858867924528305,2
CUST_00352,243,28.535802469135803,48.7843621399177,2
CUST_00353,232,28.51909482758621,48.22284482758621,2
CUST_00354,269,27.723122676579926,46.92602230483271,2
CUST_00355,265,27.231320754716982,46.355094339622646,2
CUST_00356,270,28.667185185185186,47.97925925925926,2
CUST_00357,274,27.50700729927007,46.56897810218978,2
CUST_00358,239,27.230167364016737,46.107531380753144,2
CUST_00359,246,28.430365853658536,47.90040650406504,2
CUST_00360,263,27.61384030418251,46.52471482889734,2
CUST_00361,270,27.20777777777778,46.099629629629625,2
CUST_00362,250,27.68676,46.61,2
CUST_00363,266,28.245413533834586,47.96691729323309,2
CUST_00364,285,26.776456140350877,45.38982456140351,2
CUST_00365,280,27.149214285714283,45.824642857142855,2
CUST_00366,260,27.784615384615385,47.50730769230769,2
CUST_00367,276,28.20894927536232,47.774275362318846,2
CUST_00368,247,28.262348178137653,47.819433198380565,2
CUST_00369,269,26.92814126394052,45.78661710037175,2
CUST_00370,274,28.29259124087591,47.6,2
